,period,seriesId,seriesDescription,stateId,stateDescription,value,unit
0,2021,BMTCB,Biomass total consumption,CT,Connecticut,36473,Billion Btu
1,2021,BFPRB,Biofuels production,MA,Massachusetts,104,Billion Btu
2,2021,BFPRB,Biofuels production,SD,South Dakota,176272,Billion Btu
3,2021,BFPRB,Biofuels production,KY,Kentucky,11591,Billion Btu
4,2021,WWPRB,Wood and waste energy production,WA,Washington,107154,Billion Btu
5,2021,WWPRB,Wood and waste energy production,IN,Indiana,36584,Billion Btu
6,2021,WWPRB,Wood and waste energy production,WV,West Virginia,11617,Billion Btu
7,2021,BFPRB,Biofuels production,DE,Delaware,0,Billion Btu
8,2021,BFPRB,Biofuels production,TN,Tennessee,27943,Billion Btu
9,2021,WWPRB,Wood and waste energy production,VA,Virginia,116610,Billion Btu
10,2021,WWPRB,Wood and waste energy production,CO,Colorado,15268,Billion Btu
11,2021,WWPRB,Wood and waste energy production,OK,Oklahoma,34608,Billion Btu
12,2021,WWPRB,Wood and waste energy production,MD,Maryland,12851,Billion Btu
13,2021,BFPRB,Biofuels production,IA,Iowa,597174,Billion Btu
14,2021,BFPRB,Biofuels production,MS,Mississippi,2326,Billion Btu
15,2021,BFPRB,Biofuels production,RI,Rhode Island,661,Billion Btu
16,2021,BFPRB,Biofuels production,SC,South Carolina,0,Billion Btu
17,2021,BFPRB,Biofuels production,MD,Maryland,0,Billion Btu
18,2021,WWPRB,Wood and waste energy production,WI,Wisconsin,86542,Billion Btu
19,2021,WWPRB,Wood and waste energy production,MA,Massachusetts,30782,Billion Btu
20,2021,WWPRB,Wood and waste energy production,CT,Connecticut,23442,Billion Btu
21,2021,WWPRB,Wood and waste energy production,NJ,New Jersey,15518,Billion Btu
22,2021,BFPRB,Biofuels production,NC,North Carolina,173,Billion Btu
23,2021,BFPRB,Biofuels production,MN,Minnesota,182763,Billion Btu
24,2021,WWPRB,Wood and waste energy production,TN,Tennessee,58833,Billion Btu
25,2021,WWPRB,Wood and waste energy production,SC,South Carolina,107256,Billion Btu
26,2021,BFPRB,Biofuels production,LA,Louisiana,51353,Billion Btu
27,2021,BFPRB,Biofuels production,OH,Ohio,87348,Billion Btu
28,2021,WWPRB,Wood and waste energy production,IL,Illinois,16989,Billion Btu
29,2021,BFPRB,Biofuels production,AL,Alabama,1615,Billion Btu
30,2021,BFPRB,Biofuels production,MI,Michigan,45264,Billion Btu
31,2021,WWPRB,Wood and waste energy production,IA,Iowa,19364,Billion Btu
32,2021,WWPRB,Wood and waste energy production,NY,New York,88896,Billion Btu
33,2021,BFPRB,Biofuels production,KS,Kansas,80295,Billion Btu
34,2021,WWPRB,Wood and waste energy production,CA,California,149896,Billion Btu
35,2021,BFPRB,Biofuels production,TX,Texas,61530,Billion Btu
36,2021,BFPRB,Biofuels production,AR,Arkansas,6058,Billion Btu
37,2021,BFPRB,Biofuels production,VT,Vermont,0,Billion Btu
38,2021,WWPRB,Wood and waste energy production,KS,Kansas,6366,Billion Btu
39,2021,WWPRB,Wood and waste energy production,MT,Montana,16497,Billion Btu
40,2021,BFPRB,Biofuels production,GA,Georgia,1908,Billion Btu
41,2021,WWPRB,Wood and waste energy production,NE,Nebraska,4833,Billion Btu
42,2021,WWPRB,Wood and waste energy production,GA,Georgia,235104,Billion Btu
43,2021,WWPRB,Wood and waste energy production,LA,Louisiana,116965,Billion Btu
44,2021,WWPRB,Wood and waste energy production,TX,Texas,91328,Billion Btu
45,2021,WWPRB,Wood and waste energy production,HI,Hawaii,4640,Billion Btu
46,2021,BFPRB,Biofuels production,ND,North Dakota,102755,Billion Btu
47,2021,BFPRB,Biofuels production,WV,West Virginia,0,Billion Btu
48,2021,BFPRB,Biofuels production,NH,New Hampshire,598,Billion Btu
49,2021,WWPRB,Wood and waste energy production,MN,Minnesota,55734,Billion Btu
50,2021,WWPRB,Wood and waste energy production,ID,Idaho,35205,Billion Btu
51,2021,WWPRB,Wood and waste energy production,WY,Wyoming,4533,Billion Btu
52,2021,WWPRB,Wood and waste energy production,NM,New Mexico,12542,Billion Btu
53,2021,BFPRB,Biofuels production,FL,Florida,0,Billion Btu
54,2021,BFPRB,Biofuels production,WI,Wisconsin,75394,Billion Btu
55,2021,WWPRB,Wood and waste energy production,VT,Vermont,21766,Billion Btu
56,2021,WWPRB,Wood and waste energy production,US,United States,2634345,Billion Btu
57,2021,BFPRB,Biofuels production,UT,Utah,0,Billion Btu
58,2021,BFPRB,Biofuels production,AK,Alaska,0,Billion Btu
59,2021,WWPRB,Wood and waste energy production,MS,Mississippi,56549,Billion Btu
60,2021,BFPRB,Biofuels production,NJ,New Jersey,0,Billion Btu
61,2021,BFPRB,Biofuels production,IL,Illinois,215087,Billion Btu
62,2021,WWPRB,Wood and waste energy production,NH,New Hampshire,28790,Billion Btu
63,2021,WWPRB,Wood and waste energy production,AK,Alaska,7639,Billion Btu
64,2021,WWPRB,Wood and waste energy production,OR,Oregon,75585,Billion Btu
65,2021,BFPRB,Biofuels production,OR,Oregon,5103,Billion Btu
66,2021,WWPRB,Wood and waste energy production,AR,Arkansas,64302,Billion Btu
67,2021,WWPRB,Wood and waste energy production,DE,Delaware,1433,Billion Btu
68,2021,BFPRB,Biofuels production,CT,Connecticut,3035,Billion Btu
69,2021,BFPRB,Biofuels production,WA,Washington,16947,Billion Btu
70,2021,BFPRB,Biofuels production,IN,Indiana,167804,Billion Btu
71,2021,BFPRB,Biofuels production,PA,Pennsylvania,21392,Billion Btu
72,2021,BFPRB,Biofuels production,NV,Nevada,0,Billion Btu
73,2021,BFPRB,Biofuels production,DC,District of Columbia,0,Billion Btu
74,2021,BFPRB,Biofuels production,WY,Wyoming,12574,Billion Btu
75,2021,WWPRB,Wood and waste energy production,NC,North Carolina,125029,Billion Btu
76,2021,BFPRB,Biofuels production,ME,Maine,52,Billion Btu
77,2021,WWPRB,Wood and waste energy production,DC,District of Columbia,933,Billion Btu
78,2021,WWPRB,Wood and waste energy production,ND,North Dakota,1833,Billion Btu
79,2021,BFPRB,Biofuels production,NM,New Mexico,0,Billion Btu
80,2021,WWPRB,Wood and waste energy production,RI,Rhode Island,3618,Billion Btu
81,2021,BFPRB,Biofuels production,NY,New York,7806,Billion Btu
82,2021,WWPRB,Wood and waste energy production,NV,Nevada,3236,Billion Btu
83,2021,WWPRB,Wood and waste energy production,ME,Maine,79093,Billion Btu
84,2021,WWPRB,Wood and waste energy production,KY,Kentucky,32028,Billion Btu
85,2021,WWPRB,Wood and waste energy production,FL,Florida,152481,Billion Btu
86,2021,WWPRB,Wood and waste energy production,UT,Utah,4371,Billion Btu
87,2021,BFPRB,Biofuels production,NE,Nebraska,273994,Billion Btu
88,2021,HYTCP,Hydroelectricity total net generation,WA,Washington,71379,Million kilowatthours
89,2021,HYTCB,Hydropower total consumption,LA,Louisiana,9810,Billion Btu
90,2021,WYTCP,Wind electricity total net generation,AR,Arkansas,0,Million kilowatthours
91,2021,SOTCB,Solar energy total consumption,US,United States,1520005,Billion Btu
92,2021,GETCB,Geothermal energy total consumption,NE,Nebraska,1212,Billion Btu
93,2021,HYTCP,Hydroelectricity total net generation,PA,Pennsylvania,3135,Million kilowatthours
94,2021,SOTCB,Solar energy total consumption,NJ,New Jersey,37578,Billion Btu
95,2021,SOTCB,Solar energy total consumption,NM,New Mexico,19774,Billion Btu
96,2021,GEEGP,Geothermal electricity net generation in the electric power sector,MT,Montana,0,Million kilowatthours
97,2021,WYTCP,Wind electricity total net generation,IL,Illinois,19133,Million kilowatthours
98,2021,SOTCB,Solar energy total consumption,UT,Utah,36644,Billion Btu
99,2021,HYTCB,Hydropower total consumption,NH,New Hampshire,9065,Billion Btu
100,2021,GETCB,Geothermal energy total consumption,NY,New York,1185,Billion Btu
101,2021,GETCB,Geothermal energy total consumption,IN,Indiana,4647,Billion Btu
102,2021,GETCB,Geothermal energy total consumption,GA,Georgia,315,Billion Btu
103,2021,SOTCB,Solar energy total consumption,VT,Vermont,3276,Billion Btu
104,2021,SOTCB,Solar energy total consumption,TN,Tennessee,3808,Billion Btu
105,2021,WYTCB,Wind energy total consumption,ND,North Dakota,132087,Billion Btu
106,2021,SOTCB,Solar energy total consumption,CA,California,502419,Billion Btu
107,2021,WYTCP,Wind electricity total net generation,SD,South Dakota,9327,Million kilowatthours
108,2021,HYTCB,Hydropower total consumption,AR,Arkansas,35630,Billion Btu
109,2021,HYTCP,Hydroelectricity total net generation,CA,California,14678,Million kilowatthours
110,2021,SOTGP,Solar thermal and photovoltaic electricity total net generation,NY,New York,3861,Million kilowatthours
111,2021,SOTCB,Solar energy total consumption,OH,Ohio,8685,Billion Btu
112,2021,WYTCB,Wind energy total consumption,LA,Louisiana,0,Billion Btu
113,2021,WYTCP,Wind electricity total net generation,UT,Utah,825,Million kilowatthours
114,2021,WYTCP,Wind electricity total net generation,SC,South Carolina,0,Million kilowatthours
115,2021,WYTCB,Wind energy total consumption,NH,New Hampshire,4459,Billion Btu
116,2021,SOTCB,Solar energy total consumption,OR,Oregon,17030,Billion Btu
117,2021,HYTCB,Hydropower total consumption,VA,Virginia,11548,Billion Btu
118,2021,GEEGP,Geothermal electricity net generation in the electric power sector,KS,Kansas,0,Million kilowatthours
119,2021,HYTCB,Hydropower total consumption,UT,Utah,4365,Billion Btu
120,2021,SOTGP,Solar thermal and photovoltaic electricity total net generation,ND,North Dakota,1,Million kilowatthours
121,2021,SOTCB,Solar energy total consumption,FL,Florida,122906,Billion Btu
122,2021,HYTCP,Hydroelectricity total net generation,DE,Delaware,0,Million kilowatthours
123,2021,SOTGP,Solar thermal and photovoltaic electricity total net generation,HI,Hawaii,1758,Million kilowatthours
124,2021,WYTCP,Wind electricity total net generation,OH,Ohio,2587,Million kilowatthours
125,2021,SOTCB,Solar energy total consumption,PA,Pennsylvania,8557,Billion Btu
126,2021,GETCB,Geothermal energy total consumption,DC,District of Columbia,22,Billion Btu
127,2021,SOTCB,Solar energy total consumption,NE,Nebraska,786,Billion Btu
128,2021,GEEGP,Geothermal electricity net generation in the electric power sector,FL,Florida,0,Million kilowatthours
129,2021,HYTCP,Hydroelectricity total net generation,AZ,Arizona,5973,Million kilowatthours
130,2021,HYTCB,Hydropower total consumption,MD,Maryland,18724,Billion Btu
131,2021,GETCB,Geothermal energy total consumption,UT,Utah,4520,Billion Btu
132,2021,SOTGP,Solar thermal and photovoltaic electricity total net generation,KY,Kentucky,115,Million kilowatthours
133,2021,SOTGP,Solar thermal and photovoltaic electricity total net generation,MS,Mississippi,441,Million kilowatthours
134,2021,HYTCP,Hydroelectricity total net generation,MN,Minnesota,679,Million kilowatthours
135,2021,HYTCB,Hydropower total consumption,NY,New York,254402,Billion Btu
136,2021,GETCB,Geothermal energy total consumption,OR,Oregon,2849,Billion Btu
137,2021,HYTCP,Hydroelectricity total net generation,DC,District of Columbia,0,Million kilowatthours
138,2021,GETCB,Geothermal energy total consumption,MT,Montana,337,Billion Btu
139,2021,HYTCP,Hydroelectricity total net generation,LA,Louisiana,1109,Million kilowatthours
140,2021,GETCB,Geothermal energy total consumption,LA,Louisiana,1842,Billion Btu
141,2021,GETCB,Geothermal energy total consumption,NH,New Hampshire,29,Billion Btu
142,2021,WYTCB,Wind energy total consumption,KY,Kentucky,0,Billion Btu
143,2021,WYTCB,Wind energy total consumption,VT,Vermont,2991,Billion Btu
144,2021,GEEGP,Geothermal electricity net generation in the electric power sector,IL,Illinois,0,Million kilowatthours
145,2021,WYTCP,Wind electricity total net generation,NH,New Hampshire,504,Million kilowatthours
146,2021,HYTCB,Hydropower total consumption,KS,Kansas,265,Billion Btu
147,2021,HYTCB,Hydropower total consumption,NJ,New Jersey,161,Billion Btu
148,2021,GEEGP,Geothermal electricity net generation in the electric power sector,HI,Hawaii,184,Million kilowatthours
149,2021,HYTCP,Hydroelectricity total net generation,CT,Connecticut,478,Million kilowatthours
150,2021,SOTGP,Solar thermal and photovoltaic electricity total net generation,DE,Delaware,196,Million kilowatthours
151,2021,GETCB,Geothermal energy total consumption,MS,Mississippi,958,Billion Btu
152,2021,WYTCB,Wind energy total consumption,OK,Oklahoma,287787,Billion Btu
153,2021,WYTCB,Wind energy total consumption,ME,Maine,22501,Billion Btu
154,2021,WYTCP,Wind electricity total net generation,KY,Kentucky,0,Million kilowatthours
155,2021,HYTCP,Hydroelectricity total net generation,AL,Alabama,11521,Million kilowatthours
156,2021,SOTGP,Solar thermal and photovoltaic electricity total net generation,SD,South Dakota,4,Million kilowatthours
157,2021,WYTCB,Wind energy total consumption,IA,Iowa,328097,Billion Btu
158,2021,WYTCP,Wind electricity total net generation,DC,District of Columbia,0,Million kilowatthours
159,2021,HYTCP,Hydroelectricity total net generation,NM,New Mexico,123,Million kilowatthours
160,2021,WYTCP,Wind electricity total net generation,MT,Montana,3473,Million kilowatthours
161,2021,GETCB,Geothermal energy total consumption,WI,Wisconsin,615,Billion Btu
162,2021,GETCB,Geothermal energy total consumption,US,United States,204784,Billion Btu
163,2021,HYTCP,Hydroelectricity total net generation,WI,Wisconsin,2145,Million kilowatthours
164,2021,WYTCP,Wind electricity total net generation,US,United States,378197,Million kilowatthours
165,2021,HYTCB,Hydropower total consumption,OK,Oklahoma,24464,Billion Btu
166,2021,GEEGP,Geothermal electricity net generation in the electric power sector,OK,Oklahoma,0,Million kilowatthours
167,2021,WYTCB,Wind energy total consumption,AL,Alabama,0,Billion Btu
168,2021,SOTGP,Solar thermal and photovoltaic electricity total net generation,TX,Texas,17205,Million kilowatthours
169,2021,HYTCB,Hydropower total consumption,AZ,Arizona,52824,Billion Btu
170,2021,SOTCB,Solar energy total consumption,WY,Wyoming,1743,Billion Btu
171,2021,WYTCP,Wind electricity total net generation,HI,Hawaii,658,Million kilowatthours
172,2021,SOTGP,Solar thermal and photovoltaic electricity total net generation,PA,Pennsylvania,882,Million kilowatthours
173,2021,SOTGP,Solar thermal and photovoltaic electricity total net generation,IN,Indiana,791,Million kilowatthours
174,2021,WYTCP,Wind electricity total net generation,NC,North Carolina,515,Million kilowatthours
175,2021,HYTCP,Hydroelectricity total net generation,GA,Georgia,3661,Million kilowatthours
176,2021,WYTCB,Wind energy total consumption,AK,Alaska,1169,Billion Btu
177,2021,WYTCP,Wind electricity total net generation,MA,Massachusetts,209,Million kilowatthours
178,2021,GETCB,Geothermal energy total consumption,NJ,New Jersey,466,Billion Btu
179,2021,SOTGP,Solar thermal and photovoltaic electricity total net generation,CT,Connecticut,1129,Million kilowatthours
180,2021,GEEGP,Geothermal electricity net generation in the electric power sector,UT,Utah,420,Million kilowatthours
181,2021,WYTCB,Wind energy total consumption,AZ,Arizona,14153,Billion Btu
182,2021,GETCB,Geothermal energy total consumption,SC,South Carolina,648,Billion Btu
183,2021,SOTCB,Solar energy total consumption,AK,Alaska,112,Billion Btu
184,2021,WYTCB,Wind energy total consumption,OH,Ohio,22877,Billion Btu
185,2021,HYTCB,Hydropower total consumption,ID,Idaho,70710,Billion Btu
186,2021,SOTGP,Solar thermal and photovoltaic electricity total net generation,RI,Rhode Island,671,Million kilowatthours
187,2021,WYTCB,Wind energy total consumption,WY,Wyoming,74713,Billion Btu
188,2021,GETCB,Geothermal energy total consumption,VA,Virginia,1701,Billion Btu
189,2021,HYTCP,Hydroelectricity total net generation,OK,Oklahoma,2766,Million kilowatthours
190,2021,HYTCP,Hydroelectricity total net generation,SC,South Carolina,2544,Million kilowatthours
191,2021,HYTCB,Hydropower total consumption,TN,Tennessee,96147,Billion Btu
192,2021,GETCB,Geothermal energy total consumption,NM,New Mexico,818,Billion Btu
193,2021,HYTCP,Hydroelectricity total net generation,TX,Texas,1082,Million kilowatthours
194,2021,HYTCP,Hydroelectricity total net generation,VA,Virginia,1306,Million kilowatthours
195,2021,WYTCP,Wind electricity total net generation,TX,Texas,99474,Million kilowatthours
196,2021,SOTCB,Solar energy total consumption,OK,Oklahoma,1163,Billion Btu
197,2021,WYTCB,Wind energy total consumption,CO,Colorado,133772,Billion Btu
198,2021,WYTCP,Wind electricity total net generation,IA,Iowa,37098,Million kilowatthours
199,2021,GETCB,Geothermal energy total consumption,AZ,Arizona,345,Billion Btu
200,2021,HYTCP,Hydroelectricity total net generation,TN,Tennessee,10871,Million kilowatthours
201,2021,SOTGP,Solar thermal and photovoltaic electricity total net generation,MD,Maryland,1657,Million kilowatthours
202,2021,WYTCP,Wind electricity total net generation,NY,New York,4156,Million kilowatthours
203,2021,GEEGP,Geothermal electricity net generation in the electric power sector,NC,North Carolina,0,Million kilowatthours
204,2021,SOTGP,Solar thermal and photovoltaic electricity total net generation,NH,New Hampshire,197,Million kilowatthours
205,2021,SOTCB,Solar energy total consumption,SC,South Carolina,23980,Billion Btu
206,2021,GEEGP,Geothermal electricity net generation in the electric power sector,GA,Georgia,0,Million kilowatthours
207,2021,SOTCB,Solar energy total consumption,KS,Kansas,1105,Billion Btu
208,2021,HYTCP,Hydroelectricity total net generation,KS,Kansas,30,Million kilowatthours
209,2021,SOTGP,Solar thermal and photovoltaic electricity total net generation,WI,Wisconsin,549,Million kilowatthours
210,2021,GETCB,Geothermal energy total consumption,AL,Alabama,141,Billion Btu
211,2021,GETCB,Geothermal energy total consumption,VT,Vermont,29,Billion Btu
212,2021,GEEGP,Geothermal electricity net generation in the electric power sector,SD,South Dakota,0,Million kilowatthours
213,2021,HYTCB,Hydropower total consumption,VT,Vermont,9664,Billion Btu
214,2021,SOTGP,Solar thermal and photovoltaic electricity total net generation,CA,California,54712,Million kilowatthours
215,2021,WYTCB,Wind energy total consumption,SD,South Dakota,82485,Billion Btu
216,2021,WYTCP,Wind electricity total net generation,MO,Missouri,6534,Million kilowatthours
217,2021,HYTCB,Hydropower total consumption,PA,Pennsylvania,27725,Billion Btu
218,2021,HYTCB,Hydropower total consumption,SD,South Dakota,44066,Billion Btu
219,2021,WYTCP,Wind electricity total net generation,WV,West Virginia,1624,Million kilowatthours
220,2021,WYTCP,Wind electricity total net generation,AK,Alaska,132,Million kilowatthours
221,2021,GEEGP,Geothermal electricity net generation in the electric power sector,IN,Indiana,0,Million kilowatthours
222,2021,GETCB,Geothermal energy total consumption,NV,Nevada,36194,Billion Btu
223,2021,WYTCB,Wind energy total consumption,VA,Virginia,439,Billion Btu
224,2021,GEEGP,Geothermal electricity net generation in the electric power sector,LA,Louisiana,0,Million kilowatthours
225,2021,GEEGP,Geothermal electricity net generation in the electric power sector,OH,Ohio,0,Million kilowatthours
226,2021,WYTCB,Wind energy total consumption,NC,North Carolina,4552,Billion Btu
227,2021,GETCB,Geothermal energy total consumption,AR,Arkansas,808,Billion Btu
228,2021,WYTCB,Wind energy total consumption,NJ,New Jersey,174,Billion Btu
229,2021,GETCB,Geothermal energy total consumption,WY,Wyoming,663,Billion Btu
230,2021,GEEGP,Geothermal electricity net generation in the electric power sector,MN,Minnesota,0,Million kilowatthours
231,2021,SOTGP,Solar thermal and photovoltaic electricity total net generation,OR,Oregon,1766,Million kilowatthours
232,2021,WYTCP,Wind electricity total net generation,RI,Rhode Island,172,Million kilowatthours
233,2021,GEEGP,Geothermal electricity net generation in the electric power sector,CO,Colorado,0,Million kilowatthours
234,2021,GETCB,Geothermal energy total consumption,CT,Connecticut,21,Billion Btu
235,2021,SOTGP,Solar thermal and photovoltaic electricity total net generation,DC,District of Columbia,166,Million kilowatthours
236,2021,WYTCB,Wind energy total consumption,AR,Arkansas,0,Billion Btu
237,2021,GETCB,Geothermal energy total consumption,WV,West Virginia,32,Billion Btu
238,2021,WYTCB,Wind energy total consumption,WA,Washington,82229,Billion Btu
239,2021,WYTCP,Wind electricity total net generation,CA,California,15177,Million kilowatthours
240,2021,WYTCB,Wind energy total consumption,MT,Montana,30712,Billion Btu
241,2021,HYTCB,Hydropower total consumption,MS,Mississippi,0,Billion Btu
242,2021,SOTCB,Solar energy total consumption,MI,Michigan,5963,Billion Btu
243,2021,HYTCP,Hydroelectricity total net generation,IN,Indiana,387,Million kilowatthours
244,2021,GETCB,Geothermal energy total consumption,DE,Delaware,430,Billion Btu
245,2021,HYTCB,Hydropower total consumption,WY,Wyoming,6991,Billion Btu
246,2021,SOTCB,Solar energy total consumption,SD,South Dakota,40,Billion Btu
247,2021,WYTCP,Wind electricity total net generation,MD,Maryland,517,Million kilowatthours
248,2021,HYTCB,Hydropower total consumption,NE,Nebraska,9933,Billion Btu
249,2021,GEEGP,Geothermal electricity net generation in the electric power sector,KY,Kentucky,0,Million kilowatthours
250,2021,WYTCP,Wind electricity total net generation,WI,Wisconsin,1593,Million kilowatthours
251,2021,HYTCB,Hydropower total consumption,MI,Michigan,11849,Billion Btu
252,2021,HYTCB,Hydropower total consumption,KY,Kentucky,43127,Billion Btu
253,2021,WYTCB,Wind energy total consumption,NV,Nevada,3006,Billion Btu
254,2021,WYTCP,Wind electricity total net generation,LA,Louisiana,0,Million kilowatthours
255,2021,SOTCB,Solar energy total consumption,MT,Montana,682,Billion Btu
256,2021,HYTCB,Hydropower total consumption,MT,Montana,81881,Billion Btu
257,2021,WYTCB,Wind energy total consumption,DC,District of Columbia,0,Billion Btu
258,2021,GETCB,Geothermal energy total consumption,HI,Hawaii,1633,Billion Btu
259,2021,HYTCB,Hydropower total consumption,GA,Georgia,32378,Billion Btu
260,2021,SOTGP,Solar thermal and photovoltaic electricity total net generation,FL,Florida,10754,Million kilowatthours
261,2021,WYTCB,Wind energy total consumption,NE,Nebraska,84832,Billion Btu
262,2021,GETCB,Geothermal energy total consumption,MA,Massachusetts,859,Billion Btu
263,2021,HYTCP,Hydroelectricity total net generation,OH,Ohio,578,Million kilowatthours
264,2021,WYTCP,Wind electricity total net generation,OK,Oklahoma,32540,Million kilowatthours
265,2021,GETCB,Geothermal energy total consumption,IA,Iowa,1281,Billion Btu
266,2021,GETCB,Geothermal energy total consumption,RI,Rhode Island,57,Billion Btu
267,2021,HYTCP,Hydroelectricity total net generation,VT,Vermont,1093,Million kilowatthours
268,2021,WYTCB,Wind energy total consumption,MA,Massachusetts,1845,Billion Btu
269,2021,SOTGP,Solar thermal and photovoltaic electricity total net generation,MN,Minnesota,2077,Million kilowatthours
270,2021,GETCB,Geothermal energy total consumption,AK,Alaska,186,Billion Btu
271,2021,HYTCB,Hydropower total consumption,NV,Nevada,17195,Billion Btu
272,2021,SOTCB,Solar energy total consumption,CT,Connecticut,10962,Billion Btu
273,2021,SOTGP,Solar thermal and photovoltaic electricity total net generation,WV,West Virginia,22,Million kilowatthours
274,2021,HYTCB,Hydropower total consumption,FL,Florida,2225,Billion Btu
275,2021,WYTCB,Wind energy total consumption,KS,Kansas,227235,Billion Btu
276,2021,SOTCB,Solar energy total consumption,KY,Kentucky,1092,Billion Btu
277,2021,GETCB,Geothermal energy total consumption,MN,Minnesota,1075,Billion Btu
278,2021,WYTCB,Wind energy total consumption,NY,New York,36759,Billion Btu
279,2021,WYTCB,Wind energy total consumption,GA,Georgia,0,Billion Btu
280,2021,WYTCB,Wind energy total consumption,CT,Connecticut,113,Billion Btu
281,2021,SOTGP,Solar thermal and photovoltaic electricity total net generation,AK,Alaska,12,Million kilowatthours
282,2021,SOTGP,Solar thermal and photovoltaic electricity total net generation,ME,Maine,293,Million kilowatthours
283,2021,SOTGP,Solar thermal and photovoltaic electricity total net generation,CO,Colorado,2786,Million kilowatthours
284,2021,WYTCB,Wind energy total consumption,SC,South Carolina,0,Billion Btu
285,2021,HYTCP,Hydroelectricity total net generation,AR,Arkansas,4029,Million kilowatthours
286,2021,SOTCB,Solar energy total consumption,LA,Louisiana,3696,Billion Btu
287,2021,HYTCB,Hydropower total consumption,AK,Alaska,14937,Billion Btu
288,2021,SOTCB,Solar energy total consumption,NC,North Carolina,93833,Billion Btu
289,2021,SOTCB,Solar energy total consumption,AZ,Arizona,92557,Billion Btu
290,2021,HYTCB,Hydropower total consumption,MN,Minnesota,6006,Billion Btu
291,2021,GETCB,Geothermal energy total consumption,FL,Florida,10056,Billion Btu
292,2021,HYTCP,Hydroelectricity total net generation,ID,Idaho,7995,Million kilowatthours
293,2021,SOTGP,Solar thermal and photovoltaic electricity total net generation,KS,Kansas,122,Million kilowatthours
294,2021,GETCB,Geothermal energy total consumption,KS,Kansas,974,Billion Btu
295,2021,WYTCB,Wind energy total consumption,PA,Pennsylvania,30558,Billion Btu
296,2021,HYTCP,Hydroelectricity total net generation,NJ,New Jersey,18,Million kilowatthours
297,2021,WYTCP,Wind electricity total net generation,OR,Oregon,9376,Million kilowatthours
298,2021,SOTGP,Solar thermal and photovoltaic electricity total net generation,VA,Virginia,3588,Million kilowatthours
299,2021,GEEGP,Geothermal electricity net generation in the electric power sector,AK,Alaska,0,Million kilowatthours
300,2021,SOTCB,Solar energy total consumption,VA,Virginia,32280,Billion Btu
301,2021,HYTCP,Hydroelectricity total net generation,NE,Nebraska,1123,Million kilowatthours
302,2021,WYTCP,Wind electricity total net generation,NE,Nebraska,9592,Million kilowatthours
303,2021,HYTCP,Hydroelectricity total net generation,IL,Illinois,129,Million kilowatthours
304,2021,HYTCP,Hydroelectricity total net generation,IA,Iowa,980,Million kilowatthours
305,2021,HYTCP,Hydroelectricity total net generation,HI,Hawaii,115,Million kilowatthours
306,2021,WYTCP,Wind electricity total net generation,AL,Alabama,0,Million kilowatthours
307,2021,SOTGP,Solar thermal and photovoltaic electricity total net generation,AR,Arkansas,631,Million kilowatthours
308,2021,HYTCB,Hydropower total consumption,US,United States,2225016,Billion Btu
309,2021,SOTCB,Solar energy total consumption,WI,Wisconsin,5101,Billion Btu
310,2021,GEEGP,Geothermal electricity net generation in the electric power sector,WA,Washington,0,Million kilowatthours
311,2021,HYTCP,Hydroelectricity total net generation,UT,Utah,494,Million kilowatthours
312,2021,WYTCP,Wind electricity total net generation,DE,Delaware,5,Million kilowatthours
313,2021,GEEGP,Geothermal electricity net generation in the electric power sector,OR,Oregon,183,Million kilowatthours
314,2021,GETCB,Geothermal energy total consumption,MI,Michigan,5193,Billion Btu
315,2021,HYTCB,Hydropower total consumption,RI,Rhode Island,39,Billion Btu
316,2021,HYTCB,Hydropower total consumption,WV,West Virginia,15075,Billion Btu
317,2021,GEEGP,Geothermal electricity net generation in the electric power sector,NH,New Hampshire,0,Million kilowatthours
318,2021,WYTCP,Wind electricity total net generation,IN,Indiana,7857,Million kilowatthours
319,2021,GEEGP,Geothermal electricity net generation in the electric power sector,MO,Missouri,0,Million kilowatthours
320,2021,SOTGP,Solar thermal and photovoltaic electricity total net generation,AL,Alabama,513,Million kilowatthours
321,2021,SOTCB,Solar energy total consumption,TX,Texas,152770,Billion Btu
322,2021,SOTGP,Solar thermal and photovoltaic electricity total net generation,TN,Tennessee,427,Million kilowatthours
323,2021,SOTGP,Solar thermal and photovoltaic electricity total net generation,NM,New Mexico,2212,Million kilowatthours
324,2021,HYTCP,Hydroelectricity total net generation,NV,Nevada,1944,Million kilowatthours
325,2021,SOTCB,Solar energy total consumption,NH,New Hampshire,1814,Billion Btu
326,2021,SOTCB,Solar energy total consumption,NV,Nevada,68791,Billion Btu
327,2021,WYTCP,Wind electricity total net generation,VT,Vermont,338,Million kilowatthours
328,2021,WYTCP,Wind electricity total net generation,FL,Florida,0,Million kilowatthours
329,2021,GETCB,Geothermal energy total consumption,OH,Ohio,3435,Billion Btu
330,2021,SOTGP,Solar thermal and photovoltaic electricity total net generation,US,United States,164422,Million kilowatthours
331,2021,WYTCP,Wind electricity total net generation,WA,Washington,9298,Million kilowatthours
332,2021,HYTCB,Hydropower total consumption,ND,North Dakota,17591,Billion Btu
333,2021,GEEGP,Geothermal electricity net generation in the electric power sector,DE,Delaware,0,Million kilowatthours
334,2021,SOTCB,Solar energy total consumption,MO,Missouri,4889,Billion Btu
335,2021,SOTGP,Solar thermal and photovoltaic electricity total net generation,GA,Georgia,5241,Million kilowatthours
