,Year,State,BiofuelsProduction,BiomassConsumption,GeothermalProduction,GeothermalConsumption,HydropowerConsumption,HydropowerProduction,SolarConsumption,SolarProduction,WoodWasteProduction,WindConsumption,WindProduction,Unit
36,1991,OK,0.0,21066.0,0.0,1.0,20059.0,6558.136923999999,89.0,0.0,21066.0,0.0,0.0,Billion Btu
37,1991,OR,0.0,55081.0,0.0,401.0,428798.0,140198.090496,352.0,0.0,55081.0,6.0,3.412142,Billion Btu
38,1991,PA,0.0,69518.0,0.0,236.0,20041.0,6551.312639999999,451.0,0.0,69518.0,0.0,0.0,Billion Btu
39,1991,RI,0.0,4439.0,0.0,0.0,104.0,34.12142,42.0,0.0,4439.0,0.0,0.0,Billion Btu
40,1991,SC,0.0,75093.0,0.0,89.0,32470.0,10615.173761999999,15.0,0.0,75092.0,0.0,0.0,Billion Btu
41,1991,SD,1111.0,3942.0,0.0,175.0,39950.0,13061.679575999999,0.0,0.0,2324.0,0.0,0.0,Billion Btu
42,1991,TN,5869.0,64996.0,0.0,29.0,113470.0,37100.219966,60.0,0.0,60931.0,0.0,0.0,Billion Btu
43,1991,TX,63.0,98409.0,0.0,272.0,23216.0,7592.01595,418.0,3.412142,96362.0,0.0,0.0,Billion Btu
44,1991,US,127999.0,2781799.0,54478.259172,177626.0,3015943.0,986088.5651479999,61601.0,1729.955994,2653799.0,30796.0,10069.231042,Billion Btu
45,1991,UT,0.0,3608.0,634.658412,2365.0,6543.0,2139.4130339999997,40.0,0.0,3605.0,0.0,0.0,Billion Btu
46,1991,VA,631.0,96061.0,0.0,152.0,11271.0,3685.11336,127.0,0.0,94517.0,0.0,0.0,Billion Btu
47,1991,VT,0.0,6317.0,0.0,0.0,10986.0,3592.985526,7.0,0.0,6317.0,0.0,0.0,Billion Btu
48,1991,WA,755.0,75058.0,0.0,96.0,932377.0,304847.59056399995,363.0,0.0,73889.0,0.0,0.0,Billion Btu
49,1991,WI,0.0,83398.0,0.0,86.0,26264.0,8588.361413999999,208.0,0.0,81702.0,0.0,0.0,Billion Btu
50,1991,WV,0.0,5250.0,0.0,0.0,11118.0,3633.9312299999997,32.0,0.0,5250.0,0.0,0.0,Billion Btu
51,1991,WY,0.0,2448.0,0.0,649.0,7680.0,2511.336512,2.0,0.0,2163.0,0.0,0.0,Billion Btu
52,1992,AK,0.0,8753.0,0.0,51.0,9495.0,3132.346356,1.0,0.0,8753.0,0.0,0.0,Billion Btu
53,1992,AL,0.0,151327.0,0.0,15.0,106109.0,35008.57692,148.0,0.0,148742.0,0.0,0.0,Billion Btu
54,1992,AR,0.0,76481.0,0.0,126.0,34928.0,11522.803533999999,1278.0,0.0,76255.0,0.0,0.0,Billion Btu
55,1992,AZ,0.0,15095.0,0.0,237.0,68472.0,22591.792181999997,3725.0,0.0,15095.0,0.0,0.0,Billion Btu
56,1992,CA,651.0,226570.0,50400.749482,154136.0,208571.0,68812.667714,23559.0,1463.808918,225736.0,29619.0,9772.374688,Billion Btu
57,1992,CO,174.0,12891.0,0.0,412.0,15504.0,5114.800858,181.0,0.0,11507.0,0.0,0.0,Billion Btu
58,1992,CT,0.0,34934.0,0.0,0.0,4382.0,1446.748208,74.0,0.0,34470.0,0.0,0.0,Billion Btu
59,1992,DC,0.0,1411.0,0.0,0.0,0.0,0.0,1.0,0.0,1411.0,0.0,0.0,Billion Btu
60,1992,DE,0.0,1691.0,0.0,64.0,0.0,0.0,29.0,0.0,1691.0,0.0,0.0,Billion Btu
61,1992,FL,0.0,200092.0,0.0,1513.0,2437.0,805.265512,27532.0,0.0,199297.0,0.0,0.0,Billion Btu
62,1992,GA,0.0,183692.0,0.0,47.0,50834.0,16770.677929999998,123.0,0.0,183481.0,0.0,0.0,Billion Btu
63,1992,HI,0.0,24901.0,6.824284,23.0,632.0,208.140662,1010.0,0.0,24901.0,235.0,78.479266,Billion Btu
64,1992,IA,44163.0,69783.0,0.0,73.0,10339.0,3412.142,9.0,0.0,45655.0,0.0,0.0,Billion Btu
65,1992,ID,717.0,25784.0,0.0,535.0,68815.0,22704.392868,2.0,0.0,25063.0,0.0,0.0,Billion Btu
66,1992,IL,60682.0,112998.0,0.0,316.0,1441.0,474.287738,61.0,0.0,71921.0,0.0,0.0,Billion Btu
67,1992,IN,8437.0,56616.0,0.0,587.0,5817.0,1917.6238039999998,16.0,0.0,46995.0,0.0,0.0,Billion Btu
68,1992,KS,3041.0,14026.0,0.0,83.0,101.0,34.12142,37.0,0.0,12111.0,1.0,0.0,Billion Btu
69,1992,KY,0.0,22118.0,0.0,276.0,38961.0,12853.538913999999,4.0,0.0,18758.0,0.0,0.0,Billion Btu
70,1992,LA,0.0,124568.0,0.0,141.0,6789.0,2238.365152,70.0,0.0,123798.0,0.0,0.0,Billion Btu
71,1992,MA,0.0,57721.0,0.0,57.0,10454.0,3449.675562,200.0,0.0,57721.0,0.0,0.0,Billion Btu
72,1992,MD,0.0,27672.0,0.0,85.0,18871.0,6227.1591499999995,45.0,0.0,27672.0,0.0,0.0,Billion Btu
73,1992,ME,0.0,122617.0,0.0,0.0,36327.0,11986.854845999998,91.0,0.0,122617.0,0.0,0.0,Billion Btu
74,1992,MI,0.0,93884.0,0.0,677.0,18432.0,6080.437043999999,226.0,0.0,89142.0,0.0,0.0,Billion Btu
75,1992,MN,5152.0,61107.0,0.0,169.0,10988.0,3627.106946,344.0,0.0,52848.0,1.0,0.0,Billion Btu
76,1992,MO,0.0,21551.0,0.0,53.0,15319.0,5053.382302,163.0,0.0,19221.0,0.0,0.0,Billion Btu
77,1992,MS,0.0,90783.0,0.0,43.0,0.0,0.0,4.0,0.0,90783.0,0.0,0.0,Billion Btu
78,1992,MT,240.0,10152.0,0.0,126.0,85537.0,28221.826481999997,1.0,0.0,10001.0,1.0,0.0,Billion Btu
79,1992,NC,0.0,100004.0,0.0,144.0,59657.0,19681.235055999998,163.0,0.0,99734.0,0.0,0.0,Billion Btu
80,1992,ND,2444.0,3707.0,0.0,112.0,17570.0,5797.229257999999,0.0,0.0,2120.0,0.0,0.0,Billion Btu
81,1992,NE,3393.0,9884.0,0.0,124.0,11122.0,3668.0526499999996,10.0,0.0,4969.0,0.0,0.0,Billion Btu
82,1992,NH,0.0,27770.0,0.0,0.0,14413.0,4756.5259479999995,28.0,0.0,27770.0,0.0,0.0,Billion Btu
83,1992,NJ,0.0,37870.0,0.0,73.0,231.0,75.06712399999999,442.0,13.648568,37870.0,0.0,0.0,Billion Btu
84,1992,NM,1687.0,5962.0,0.0,125.0,2638.0,870.0962099999999,584.0,0.0,4221.0,0.0,0.0,Billion Btu
85,1992,NV,0.0,3796.0,4019.503276,13061.0,20536.0,6776.514012,95.0,0.0,3136.0,0.0,0.0,Billion Btu
86,1992,NY,0.0,104515.0,0.0,117.0,290162.0,95734.468094,314.0,3.412142,104515.0,0.0,0.0,Billion Btu
87,1992,OH,6605.0,81062.0,0.0,406.0,2618.0,863.2719259999999,23.0,0.0,66658.0,0.0,0.0,Billion Btu
88,1992,OK,0.0,19677.0,0.0,1.0,33526.0,11062.164364,89.0,0.0,19677.0,0.0,0.0,Billion Btu
89,1992,OR,0.0,47150.0,0.0,409.0,328033.0,108229.732098,378.0,0.0,45389.0,6.0,3.412142,Billion Btu
90,1992,PA,0.0,80199.0,0.0,270.0,26658.0,8796.502075999999,460.0,0.0,80199.0,0.0,0.0,Billion Btu
91,1992,RI,0.0,4693.0,0.0,0.0,103.0,34.12142,44.0,0.0,4693.0,0.0,0.0,Billion Btu
92,1992,SC,0.0,76301.0,0.0,96.0,34237.0,11294.19002,16.0,0.0,76301.0,0.0,0.0,Billion Btu
93,1992,SD,1107.0,4357.0,0.0,197.0,37355.0,12324.656904,0.0,0.0,2402.0,0.0,0.0,Billion Btu
94,1992,TN,5223.0,65326.0,0.0,31.0,103534.0,34158.953561999995,61.0,0.0,61243.0,0.0,0.0,Billion Btu
95,1992,TX,56.0,108088.0,0.0,307.0,27284.0,9001.230596,424.0,3.412142,105781.0,0.0,0.0,Billion Btu
96,1992,US,145006.0,2931673.0,55065.147595999995,178699.0,2617436.0,863572.194496,62856.0,1494.518196,2786668.0,29863.0,9854.266096,Billion Btu
97,1992,UT,0.0,3785.0,634.658412,2347.0,6230.0,2054.109484,40.0,0.0,3762.0,0.0,0.0,Billion Btu
98,1992,VA,562.0,99299.0,0.0,179.0,11273.0,3719.23478,128.0,0.0,98100.0,0.0,0.0,Billion Btu
99,1992,VT,0.0,6477.0,0.0,0.0,9530.0,3142.582782,7.0,0.0,6477.0,0.0,0.0,Billion Btu
100,1992,WA,672.0,99563.0,0.0,116.0,706614.0,233134.60215,372.0,0.0,95374.0,0.0,0.0,Billion Btu
101,1992,WI,0.0,85250.0,0.0,92.0,24837.0,8195.965084,214.0,0.0,83776.0,0.0,0.0,Billion Btu
102,1992,WV,0.0,5680.0,0.0,0.0,13145.0,4336.832482,32.0,0.0,5293.0,0.0,0.0,Billion Btu
103,1992,WY,0.0,2038.0,0.0,649.0,6574.0,2170.122312,2.0,0.0,1561.0,0.0,0.0,Billion Btu
104,1993,AK,0.0,7067.0,0.0,51.0,13433.0,4446.021025999999,1.0,0.0,7067.0,0.0,0.0,Billion Btu
105,1993,AL,0.0,176217.0,0.0,16.0,93134.0,30825.290827999997,148.0,0.0,174850.0,0.0,0.0,Billion Btu
106,1993,AR,0.0,85912.0,0.0,133.0,46486.0,15385.348278,1272.0,0.0,85755.0,0.0,0.0,Billion Btu
107,1993,AZ,0.0,13871.0,0.0,237.0,69040.0,22851.114974,3794.0,0.0,13594.0,0.0,0.0,Billion Btu
108,1993,CA,686.0,193993.0,51004.698615999994,155587.0,417437.0,138167.866006,24594.0,1689.01029,191699.0,30758.0,10181.831728,Billion Btu
109,1993,CO,189.0,13325.0,0.0,414.0,19709.0,6524.015504,188.0,0.0,11118.0,0.0,0.0,Billion Btu
110,1993,CT,0.0,35325.0,0.0,0.0,4275.0,1416.03893,78.0,0.0,34758.0,0.0,0.0,Billion Btu
111,1993,DC,0.0,1945.0,0.0,0.0,0.0,0.0,1.0,0.0,1945.0,0.0,0.0,Billion Btu
112,1993,DE,0.0,2395.0,0.0,68.0,0.0,0.0,29.0,0.0,2395.0,0.0,0.0,Billion Btu
113,1993,FL,0.0,185167.0,0.0,1611.0,2173.0,719.961962,28530.0,0.0,184714.0,0.0,0.0,Billion Btu
114,1993,GA,0.0,194264.0,0.0,49.0,45944.0,15207.916894,133.0,0.0,193872.0,0.0,0.0,Billion Btu
115,1993,HI,0.0,24388.0,518.645584,1570.0,580.0,191.079952,1065.0,0.0,24388.0,226.0,75.06712399999999,Billion Btu
116,1993,IA,55011.0,73113.0,0.0,78.0,7703.0,2548.870074,9.0,0.0,43480.0,0.0,0.0,Billion Btu
117,1993,ID,720.0,25189.0,0.0,535.0,100157.0,33148.95953,2.0,0.0,24811.0,0.0,0.0,Billion Btu
118,1993,IL,66004.0,96425.0,0.0,336.0,1342.0,443.57845999999995,69.0,0.0,53276.0,0.0,0.0,Billion Btu
119,1993,IN,9177.0,48311.0,0.0,624.0,4623.0,1528.639616,20.0,0.0,38098.0,0.0,0.0,Billion Btu
120,1993,KS,4379.0,13322.0,0.0,102.0,51.0,17.06071,37.0,0.0,10903.0,1.0,0.0,Billion Btu
121,1993,KY,0.0,17276.0,0.0,294.0,32526.0,10765.308009999999,4.0,0.0,15157.0,0.0,0.0,Billion Btu
122,1993,LA,0.0,125335.0,0.0,150.0,12700.0,4203.758944,70.0,0.0,124571.0,0.0,0.0,Billion Btu
123,1993,MA,0.0,60375.0,0.0,75.0,9096.0,3009.509244,203.0,3.412142,60375.0,0.0,0.0,Billion Btu
124,1993,MD,0.0,32028.0,0.0,90.0,17095.0,5657.3314359999995,49.0,0.0,32028.0,0.0,0.0,Billion Btu
125,1993,ME,0.0,124594.0,0.0,0.0,33461.0,11075.812931999999,98.0,0.0,124594.0,0.0,0.0,Billion Btu
126,1993,MI,0.0,86947.0,0.0,720.0,18163.0,6012.194203999999,226.0,0.0,81366.0,0.0,0.0,Billion Btu
127,1993,MN,5574.0,65761.0,0.0,180.0,11864.0,3927.3754419999996,342.0,0.0,52142.0,2.0,0.0,Billion Btu
128,1993,MO,0.0,19596.0,0.0,56.0,32829.0,10864.260128,163.0,0.0,16933.0,0.0,0.0,Billion Btu
129,1993,MS,0.0,92863.0,0.0,52.0,0.0,0.0,4.0,0.0,92379.0,0.0,0.0,Billion Btu
130,1993,MT,0.0,9794.0,0.0,126.0,99112.0,32804.333188,1.0,0.0,9741.0,0.0,0.0,Billion Btu
131,1993,NC,0.0,105849.0,0.0,153.0,51412.0,17016.352154,164.0,0.0,105578.0,0.0,0.0,Billion Btu
132,1993,ND,2791.0,3545.0,0.0,126.0,14588.0,4828.1809299999995,0.0,0.0,1817.0,0.0,0.0,Billion Btu
133,1993,NE,7573.0,10376.0,0.0,145.0,10326.0,3418.9662839999996,10.0,0.0,4267.0,0.0,0.0,Billion Btu
134,1993,NH,0.0,27877.0,0.0,0.0,14542.0,4814.532362,28.0,0.0,27877.0,0.0,0.0,Billion Btu
135,1993,NJ,0.0,36360.0,0.0,78.0,196.0,64.830698,463.0,13.648568,36266.0,0.0,0.0,Billion Btu
136,1993,NM,1835.0,5098.0,0.0,128.0,3029.0,1003.1697479999999,584.0,0.0,4090.0,0.0,0.0,Billion Btu
137,1993,NV,0.0,4159.0,5254.6986799999995,16787.0,20331.0,6728.744024,99.0,0.0,3369.0,0.0,0.0,Billion Btu
138,1993,NY,0.0,117581.0,0.0,137.0,303531.0,100463.696906,336.0,3.412142,117294.0,0.0,0.0,Billion Btu
139,1993,OH,7184.0,63582.0,0.0,432.0,1955.0,648.30698,27.0,0.0,44170.0,0.0,0.0,Billion Btu
140,1993,OK,0.0,22946.0,0.0,1.0,44921.0,14866.702694,89.0,0.0,22946.0,0.0,0.0,Billion Btu
141,1993,OR,0.0,46636.0,0.0,413.0,369723.0,122373.060688,414.0,0.0,43603.0,0.0,0.0,Billion Btu
142,1993,PA,0.0,80254.0,0.0,301.0,24499.0,8107.249392,463.0,0.0,79500.0,0.0,0.0,Billion Btu
143,1993,RI,0.0,5041.0,0.0,0.0,97.0,30.709277999999998,43.0,0.0,5041.0,0.0,0.0,Billion Btu
144,1993,SC,0.0,79694.0,0.0,102.0,30413.0,10065.8189,16.0,0.0,79694.0,0.0,0.0,Billion Btu
145,1993,SD,1201.0,4270.0,0.0,216.0,26712.0,8840.859922,0.0,0.0,2112.0,0.0,0.0,Billion Btu
146,1993,TN,5681.0,59674.0,0.0,33.0,92309.0,30552.319467999998,61.0,0.0,55133.0,0.0,0.0,Billion Btu
147,1993,TX,0.0,98558.0,0.0,339.0,18416.0,6094.085612,435.0,3.412142,98038.0,0.0,0.0,Billion Btu
148,1993,US,169336.0,2906004.0,57286.452037999996,185573.0,2891613.0,957085.358148,65164.0,1723.1317099999999,2736942.0,30987.0,10256.898852,Billion Btu
149,1993,UT,0.0,3794.0,504.997016,1942.0,8866.0,2934.4421199999997,40.0,0.0,3727.0,0.0,0.0,Billion Btu
150,1993,VA,598.0,105242.0,0.0,205.0,13539.0,4480.142446,128.0,0.0,104802.0,0.0,0.0,Billion Btu
151,1993,VT,0.0,8114.0,0.0,0.0,10116.0,3347.3113019999996,8.0,0.0,8114.0,0.0,0.0,Billion Btu
152,1993,WA,731.0,103527.0,0.0,133.0,693923.0,229678.102304,374.0,0.0,96463.0,0.0,0.0,Billion Btu
153,1993,WI,0.0,79885.0,0.0,98.0,25634.0,8485.997153999999,218.0,0.0,78650.0,0.0,0.0,Billion Btu
154,1993,WV,0.0,7167.0,0.0,0.0,11485.0,3801.1261879999997,31.0,0.0,6942.0,0.0,0.0,Billion Btu
155,1993,WY,0.0,1981.0,0.0,649.0,8118.0,2685.3557539999997,2.0,0.0,1440.0,0.0,0.0,Billion Btu
156,1994,AK,0.0,9659.0,0.0,51.0,13879.0,4589.3309899999995,1.0,0.0,9656.0,0.0,0.0,Billion Btu
157,1994,AL,0.0,215932.0,0.0,14.0,117903.0,38997.370918,153.0,0.0,214463.0,0.0,0.0,Billion Btu
158,1994,AR,0.0,82506.0,0.0,123.0,35721.0,11816.247746,1259.0,0.0,82478.0,0.0,0.0,Billion Btu
159,1994,AZ,0.0,14181.0,0.0,236.0,75982.0,25130.42583,3836.0,0.0,13459.0,0.0,0.0,Billion Btu
160,1994,CA,754.0,195852.0,46609.85972,142640.0,237398.0,78523.623846,25127.0,1784.550266,192715.0,34942.0,11556.924954,Billion Btu
161,1994,CO,175.0,12746.0,0.0,406.0,15928.0,5268.347248,208.0,0.0,10627.0,0.0,0.0,Billion Btu
162,1994,CT,0.0,35727.0,0.0,0.0,4964.0,1641.240302,134.0,0.0,35346.0,0.0,0.0,Billion Btu
163,1994,DC,0.0,1848.0,0.0,0.0,0.0,0.0,1.0,0.0,1848.0,0.0,0.0,Billion Btu
164,1994,DE,0.0,2330.0,0.0,63.0,0.0,0.0,28.0,0.0,2330.0,0.0,0.0,Billion Btu
165,1994,FL,0.0,182190.0,0.0,1521.0,2831.0,934.9269079999999,29387.0,0.0,181822.0,0.0,0.0,Billion Btu
166,1994,GA,0.0,196067.0,0.0,46.0,44683.0,14777.987002,143.0,0.0,195956.0,0.0,0.0,Billion Btu
167,1994,HI,0.0,20724.0,631.24627,1912.0,1438.0,474.287738,1119.0,0.0,20724.0,210.0,68.24284,Billion Btu
168,1994,IA,61972.0,74190.0,0.0,167.0,11049.0,3654.4040819999996,9.0,0.0,40818.0,1.0,0.0,Billion Btu
169,1994,ID,877.0,24060.0,0.0,535.0,81663.0,27010.516072,2.0,0.0,23622.0,0.0,0.0,Billion Btu
170,1994,IL,69836.0,99239.0,0.0,310.0,1244.0,412.86918199999997,86.0,0.0,51009.0,0.0,0.0,Billion Btu
171,1994,IN,10188.0,46872.0,0.0,670.0,4197.0,1388.7417939999998,24.0,0.0,36335.0,0.0,0.0,Billion Btu
172,1994,KS,4727.0,12823.0,0.0,121.0,102.0,34.12142,37.0,0.0,10291.0,1.0,0.0,Billion Btu
173,1994,KY,0.0,15791.0,0.0,366.0,41404.0,13696.337988,4.0,0.0,14897.0,0.0,0.0,Billion Btu
174,1994,LA,0.0,137993.0,0.0,233.0,10027.0,3316.602024,72.0,0.0,136914.0,0.0,0.0,Billion Btu
175,1994,MA,0.0,63487.0,0.0,96.0,9676.0,3200.589196,218.0,3.412142,63487.0,0.0,0.0,Billion Btu
176,1994,MD,0.0,32125.0,0.0,83.0,20730.0,6858.405419999999,51.0,0.0,32125.0,0.0,0.0,Billion Btu
177,1994,ME,0.0,120409.0,0.0,0.0,36217.0,11980.030562,110.0,0.0,120409.0,0.0,0.0,Billion Btu
178,1994,MI,0.0,90764.0,0.0,758.0,17127.0,5664.15572,256.0,0.0,84316.0,0.0,0.0,Billion Btu
179,1994,MN,5993.0,68854.0,0.0,166.0,11747.0,3886.429738,342.0,0.0,53450.0,408.0,136.48568,Billion Btu
180,1994,MO,0.0,18901.0,0.0,52.0,19768.0,6537.664072,162.0,0.0,15914.0,0.0,0.0,Billion Btu
181,1994,MS,0.0,95092.0,0.0,101.0,0.0,0.0,10.0,0.0,94751.0,0.0,0.0,Billion Btu
182,1994,MT,249.0,10172.0,0.0,126.0,84070.0,27808.9573,1.0,0.0,10064.0,0.0,0.0,Billion Btu
183,1994,NC,0.0,113339.0,0.0,141.0,74196.0,24540.125264,164.0,0.0,112306.0,0.0,0.0,Billion Btu
184,1994,ND,2992.0,4211.0,0.0,129.0,19151.0,6332.935552,0.0,0.0,2308.0,0.0,0.0,Billion Btu
185,1994,NE,11539.0,11008.0,0.0,162.0,13533.0,4476.730304,16.0,0.0,4100.0,0.0,0.0,Billion Btu
186,1994,NH,0.0,25252.0,0.0,0.0,15075.0,4985.139462,30.0,0.0,25252.0,0.0,0.0,Billion Btu
187,1994,NJ,0.0,41040.0,0.0,72.0,156.0,51.182129999999994,516.0,17.06071,40712.0,0.0,0.0,Billion Btu
188,1994,NM,1727.0,5225.0,0.0,145.0,2196.0,726.786246,590.0,0.0,3944.0,0.0,0.0,Billion Btu
189,1994,NV,0.0,3201.0,5101.15229,16403.0,19352.0,6401.178392,135.0,0.0,3201.0,0.0,0.0,Billion Btu
190,1994,NY,0.0,122702.0,0.0,154.0,286695.0,94826.838322,397.0,6.824284,121991.0,0.0,0.0,Billion Btu
191,1994,OH,8434.0,91752.0,0.0,493.0,1978.0,655.131264,30.0,0.0,69012.0,0.0,0.0,Billion Btu
192,1994,OK,0.0,24095.0,0.0,1.0,25941.0,8581.537129999999,88.0,0.0,24095.0,0.0,0.0,Billion Btu
193,1994,OR,0.0,45054.0,0.0,409.0,322069.0,106527.07324,464.0,0.0,45054.0,0.0,0.0,Billion Btu
194,1994,PA,0.0,84884.0,0.0,304.0,28367.0,9383.3905,484.0,0.0,82955.0,0.0,0.0,Billion Btu
195,1994,RI,0.0,4926.0,0.0,0.0,96.0,30.709277999999998,43.0,0.0,4926.0,0.0,0.0,Billion Btu
196,1994,SC,0.0,83212.0,0.0,94.0,31309.0,10355.85097,16.0,0.0,83212.0,0.0,0.0,Billion Btu
197,1994,SD,1888.0,4751.0,0.0,233.0,52908.0,17500.876318,0.0,0.0,2057.0,0.0,0.0,Billion Btu
198,1994,TN,5427.0,61892.0,0.0,30.0,124080.0,41041.243976,61.0,0.0,56614.0,0.0,0.0,Billion Btu
199,1994,TX,0.0,98792.0,0.0,341.0,15788.0,5220.57726,463.0,3.412142,97504.0,0.0,0.0,Billion Btu
200,1994,US,188391.0,3027532.0,53007.625969999994,173477.0,2683457.0,887586.849892,67097.0,1822.0838279999998,2839141.0,35560.0,11761.653473999999,Billion Btu
201,1994,UT,0.0,3552.0,665.3676899999999,2463.0,7742.0,2559.1065,51.0,0.0,3552.0,0.0,0.0,Billion Btu
202,1994,VA,572.0,111101.0,0.0,216.0,11823.0,3910.314732,131.0,0.0,109892.0,0.0,0.0,Billion Btu
203,1994,VT,0.0,8340.0,0.0,0.0,10715.0,3545.215538,13.0,0.0,8340.0,0.0,0.0,Billion Btu
204,1994,WA,698.0,104383.0,0.0,153.0,676477.0,223751.21164999998,373.0,0.0,96294.0,0.0,0.0,Billion Btu
205,1994,WI,0.0,84819.0,0.0,91.0,22987.0,7602.2523759999995,219.0,0.0,83460.0,0.0,0.0,Billion Btu
206,1994,WV,0.0,7016.0,0.0,0.0,11818.0,3910.314732,31.0,0.0,6849.0,0.0,0.0,Billion Btu
207,1994,WY,344.0,2449.0,0.0,649.0,9256.0,3060.691374,2.0,0.0,1686.0,0.0,0.0,Billion Btu
208,1995,AK,0.0,8941.0,0.0,51.0,14149.0,4681.458823999999,1.0,0.0,8305.0,0.0,0.0,Billion Btu
209,1995,AL,0.0,223971.0,0.0,15.0,97980.0,32422.173283999997,150.0,0.0,221956.0,0.0,0.0,Billion Btu
